material,normalized_material,industry,region,grade,confidence,season,wbs_id,acceptance_stage_prediction_accuracy,acceptance_duration_mape,dependencies,wbs_stage_key,task_id,task_name,stage,stage_name,dur_optimistic_hours,dur_most_likely_hours,dur_pessimistic_hours,dur_expected_hours,planned_quantity,actual_quantity,quantity_variance,planned_rate,actual_rate,rate_variance,planned_cost,actual_cost,cost_variance,material_issued_qty,material_consumed_qty,material_returned_qty,material_wastage_qty,planned_start_date,planned_end_date,executed_start_date,executed_end_date,planned_labor_hours,actual_labor_hours,planned_labor_cost,labor_cost_actual,crew_size,machinery_used,weather_condition,site_condition,dpr_date,daily_progress,ncr_count,rework_quantity,rework_cost,deviation_reason
Providing and fixing PVC rainwater downpipe 110mm with clamps and shoes,providing and fixing pvc rainwater downpipe 110mm with clamps and shoes,Plumbing,central,B,0.9,normal,e284f1b1-dd89-482c-a168-df97beef93dd,97.63%,9.93%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL02,Cutout Marking,1,Planning,13.39,17.93,17.74,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and fixing PVC rainwater downpipe 110mm with clamps and shoes,providing and fixing pvc rainwater downpipe 110mm with clamps and shoes,Plumbing,central,B,0.9,normal,e284f1b1-dd89-482c-a168-df97beef93dd,97.63%,9.93%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL03,Material Takeoff,1,Planning,12.51,17.2,18.04,18.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and fixing PVC rainwater downpipe 110mm with clamps and shoes,providing and fixing pvc rainwater downpipe 110mm with clamps and shoes,Plumbing,central,B,0.9,normal,e284f1b1-dd89-482c-a168-df97beef93dd,97.63%,9.93%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR01,Pipe And Fitting Procurement,2,Procurement,11.63,12.44,11.33,11.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and fixing PVC rainwater downpipe 110mm with clamps and shoes,providing and fixing pvc rainwater downpipe 110mm with clamps and shoes,Plumbing,central,B,0.9,normal,e284f1b1-dd89-482c-a168-df97beef93dd,97.63%,9.93%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX01,Formwork Setup,3,Execution,13.01,17.25,16.83,17.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and fixing PVC rainwater downpipe 110mm with clamps and shoes,providing and fixing pvc rainwater downpipe 110mm with clamps and shoes,Plumbing,central,B,0.9,normal,e284f1b1-dd89-482c-a168-df97beef93dd,97.63%,9.93%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX02,Channel Fixing,3,Execution,13.5,18.22,17.23,17.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and fixing PVC rainwater downpipe 110mm with clamps and shoes,providing and fixing pvc rainwater downpipe 110mm with clamps and shoes,Plumbing,central,B,0.9,normal,e284f1b1-dd89-482c-a168-df97beef93dd,97.63%,9.93%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX03,Joint Finishing,3,Execution,12.77,17.2,16.58,17.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and fixing PVC rainwater downpipe 110mm with clamps and shoes,providing and fixing pvc rainwater downpipe 110mm with clamps and shoes,Plumbing,central,B,0.9,normal,e284f1b1-dd89-482c-a168-df97beef93dd,97.63%,9.93%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX04,Frame Marking,3,Execution,13.8,17.5,18.16,17.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and fixing PVC rainwater downpipe 110mm with clamps and shoes,providing and fixing pvc rainwater downpipe 110mm with clamps and shoes,Plumbing,central,B,0.9,normal,e284f1b1-dd89-482c-a168-df97beef93dd,97.63%,9.93%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX05,Board Fixing,3,Execution,13.41,17.42,17.27,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and fixing PVC rainwater downpipe 110mm with clamps and shoes,providing and fixing pvc rainwater downpipe 110mm with clamps and shoes,Plumbing,central,B,0.9,normal,e284f1b1-dd89-482c-a168-df97beef93dd,97.63%,9.93%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX06,Frame Fabrication,3,Execution,13.14,17.71,17.04,17.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and fixing PVC rainwater downpipe 110mm with clamps and shoes,providing and fixing pvc rainwater downpipe 110mm with clamps and shoes,Plumbing,central,B,0.9,normal,e284f1b1-dd89-482c-a168-df97beef93dd,97.63%,9.93%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",QC,QC01,Qc Check,4,QC,8.16,7.58,7.94,7.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and fixing PVC rainwater downpipe 110mm with clamps and shoes,providing and fixing pvc rainwater downpipe 110mm with clamps and shoes,Plumbing,central,B,0.9,normal,e284f1b1-dd89-482c-a168-df97beef93dd,97.63%,9.93%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PL03"", ""type"": ""FS""}, {""from"": ""PL03"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Billing,BI01,Final Billing,5,Billing,4.7,4.8,5.38,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Installation of wash basin with bottle trap, pillar cock and flexible hose connection","installation of wash basin with bottle trap, pillar cock and flexible hose connection",Interior,central,B,0.9,normal,a1e8b936-60ce-4e22-b467-67744de0389b,96.90%,10.75%,"[{""from"": ""PL01"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""QC02"", ""type"": ""FS""}, {""from"": ""QC02"", ""to"": ""QC03"", ""type"": ""FS""}, {""from"": ""QC03"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL01,Layout Marking,1,Planning,4.18,5.99,7.06,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Installation of wash basin with bottle trap, pillar cock and flexible hose connection","installation of wash basin with bottle trap, pillar cock and flexible hose connection",Interior,central,B,0.9,normal,a1e8b936-60ce-4e22-b467-67744de0389b,96.90%,10.75%,"[{""from"": ""PL01"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""QC02"", ""type"": ""FS""}, {""from"": ""QC02"", ""to"": ""QC03"", ""type"": ""FS""}, {""from"": ""QC03"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR01,Material Procurement,2,Procurement,5.76,6.17,5.53,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Installation of wash basin with bottle trap, pillar cock and flexible hose connection","installation of wash basin with bottle trap, pillar cock and flexible hose connection",Interior,central,B,0.9,normal,a1e8b936-60ce-4e22-b467-67744de0389b,96.90%,10.75%,"[{""from"": ""PL01"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""QC02"", ""type"": ""FS""}, {""from"": ""QC02"", ""to"": ""QC03"", ""type"": ""FS""}, {""from"": ""QC03"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX01,Formwork Setup,3,Execution,7.81,10.41,14.78,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Installation of wash basin with bottle trap, pillar cock and flexible hose connection","installation of wash basin with bottle trap, pillar cock and flexible hose connection",Interior,central,B,0.9,normal,a1e8b936-60ce-4e22-b467-67744de0389b,96.90%,10.75%,"[{""from"": ""PL01"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""QC02"", ""type"": ""FS""}, {""from"": ""QC02"", ""to"": ""QC03"", ""type"": ""FS""}, {""from"": ""QC03"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX02,Fixture Installation,3,Execution,8.17,10.53,13,10.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Installation of wash basin with bottle trap, pillar cock and flexible hose connection","installation of wash basin with bottle trap, pillar cock and flexible hose connection",Interior,central,B,0.9,normal,a1e8b936-60ce-4e22-b467-67744de0389b,96.90%,10.75%,"[{""from"": ""PL01"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""QC02"", ""type"": ""FS""}, {""from"": ""QC02"", ""to"": ""QC03"", ""type"": ""FS""}, {""from"": ""QC03"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX03,Conduit Installation,3,Execution,7.47,8.31,7.87,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Installation of wash basin with bottle trap, pillar cock and flexible hose connection","installation of wash basin with bottle trap, pillar cock and flexible hose connection",Interior,central,B,0.9,normal,a1e8b936-60ce-4e22-b467-67744de0389b,96.90%,10.75%,"[{""from"": ""PL01"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""QC02"", ""type"": ""FS""}, {""from"": ""QC02"", ""to"": ""QC03"", ""type"": ""FS""}, {""from"": ""QC03"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX04,Wiring,3,Execution,8.53,8.62,8.29,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Installation of wash basin with bottle trap, pillar cock and flexible hose connection","installation of wash basin with bottle trap, pillar cock and flexible hose connection",Interior,central,B,0.9,normal,a1e8b936-60ce-4e22-b467-67744de0389b,96.90%,10.75%,"[{""from"": ""PL01"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""QC02"", ""type"": ""FS""}, {""from"": ""QC02"", ""to"": ""QC03"", ""type"": ""FS""}, {""from"": ""QC03"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX05,Frame Fabrication,3,Execution,7.49,9.96,14.72,10.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Installation of wash basin with bottle trap, pillar cock and flexible hose connection","installation of wash basin with bottle trap, pillar cock and flexible hose connection",Interior,central,B,0.9,normal,a1e8b936-60ce-4e22-b467-67744de0389b,96.90%,10.75%,"[{""from"": ""PL01"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""QC02"", ""type"": ""FS""}, {""from"": ""QC02"", ""to"": ""QC03"", ""type"": ""FS""}, {""from"": ""QC03"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX06,Edge Banding,3,Execution,7.94,8.12,7.47,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Installation of wash basin with bottle trap, pillar cock and flexible hose connection","installation of wash basin with bottle trap, pillar cock and flexible hose connection",Interior,central,B,0.9,normal,a1e8b936-60ce-4e22-b467-67744de0389b,96.90%,10.75%,"[{""from"": ""PL01"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""QC02"", ""type"": ""FS""}, {""from"": ""QC02"", ""to"": ""QC03"", ""type"": ""FS""}, {""from"": ""QC03"", ""to"": ""BI01"", ""type"": ""FS""}]",QC,QC01,Qc Check,4,QC,3.89,5.56,7.5,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Installation of wash basin with bottle trap, pillar cock and flexible hose connection","installation of wash basin with bottle trap, pillar cock and flexible hose connection",Interior,central,B,0.9,normal,a1e8b936-60ce-4e22-b467-67744de0389b,96.90%,10.75%,"[{""from"": ""PL01"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""QC02"", ""type"": ""FS""}, {""from"": ""QC02"", ""to"": ""QC03"", ""type"": ""FS""}, {""from"": ""QC03"", ""to"": ""BI01"", ""type"": ""FS""}]",QC,QC02,Qc Verification,4,QC,4.03,3.88,3.93,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Installation of wash basin with bottle trap, pillar cock and flexible hose connection","installation of wash basin with bottle trap, pillar cock and flexible hose connection",Interior,central,B,0.9,normal,a1e8b936-60ce-4e22-b467-67744de0389b,96.90%,10.75%,"[{""from"": ""PL01"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""QC02"", ""type"": ""FS""}, {""from"": ""QC02"", ""to"": ""QC03"", ""type"": ""FS""}, {""from"": ""QC03"", ""to"": ""BI01"", ""type"": ""FS""}]",QC,QC03,Testing,4,QC,7.38,7.81,8.64,7.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Installation of wash basin with bottle trap, pillar cock and flexible hose connection","installation of wash basin with bottle trap, pillar cock and flexible hose connection",Interior,central,B,0.9,normal,a1e8b936-60ce-4e22-b467-67744de0389b,96.90%,10.75%,"[{""from"": ""PL01"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""QC02"", ""type"": ""FS""}, {""from"": ""QC02"", ""to"": ""QC03"", ""type"": ""FS""}, {""from"": ""QC03"", ""to"": ""BI01"", ""type"": ""FS""}]",Billing,BI01,Final Billing,5,Billing,2.14,2.28,3.59,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
